,text,class
13186,nampula,3
13187,chia,3
13188,pedro cesar,1
13189,tovar,3
13190,dice,0
13191,virginia,2
13192,palmillas,3
13193,meza,3
13194,via,0
13195,credito,0
13196,pedro armando,1
13197,reyna edith,2
13198,idelia,2
13199,melina guadalupe,2
13200,edgar cesar,1
13201,ontiveros,3
13202,jose luz,1
13203,hilarion,1
13204,silvia trinidad,2
13205,victor alberto,1
13206,lizbeth patricia,2
13207,nancy yazmin,2
13208,jorge armin,1
13209,luis abel,1
13210,enviar,0
13211,idalia,2
13212,adriana itzel,2
13213,efrain martin,1
13214,benedicta,2
13215,ma esperanza,2
13216,monares,3
13217,edgar ivan,1
13218,leyla,2
13219,veronica edith,2
13220,mayra esther,2
13221,olga elena,2
13222,lourdes guadalupe,2
13223,maria isabel,1
13224,bonfilia,2
13225,esqueda,3
13226,matea,2
13227,ivan alonso,1
13228,cliserio,1
13229,cazadero,3
13230,dario,1
13231,alma azucena,2
13232,patricia del pilar,2
13233,ayar,3
13234,ocegueda,3
13235,marizcal,3
13236,alejandra judith,2
13237,jurado,3
13238,taide,2
13239,maria de los dolores,2
13240,carmen lourdes,2
13241,silvia monica,2
13242,juan emilio,1
13243,gilda,2
13244,ana delia,2
13245,maria angeli,2
13246,avecillas,3
13247,diana josefina,2
13248,maria adoracion,2
13249,adriana isabel,2
13250,ariadna,2
13251,maria,3
13252,gameros,3
13253,sheila,2
13254,adriana lizbeth,2
13255,isabel,1
13256,saul alfonso,1
13257,usar,0
13258,karla del carmen,2
13259,correo en,0
13260,angelica liliana,2
13261,maribel,2
13262,eloy,1
13263,parras,3
13264,laura hortencia,2
13265,jose hector,1
13266,poner los 16,0
13267,antonio abad,1
13268,rangel,3
13269,solicitar atencion al,0
13270,guadalupe graciela,2
13271,fischer,3
13272,rosa alicia,2
13273,martha sarahi,2
13274,mi,0
13275,arceo,3
13276,hercilia,2
13277,rita elena,2
13278,maria gerarda,2
13279,villalpando,3
13280,ya,0
13281,andres manuel,1
13282,lope,3
13283,juan ivan,1
13284,mirtha elena,2
13285,fabiola lizeth,2
13286,patricia catalina,2
13287,nito,3
13288,maximiano,1
13289,alma virginia,2
13290,arratia,3
13291,sumuano,3
13292,villafuerte,3
13293,rainier,1
13294,gema gabriela,2
13295,echavarri,3
13296,se,0
13297,ostos,3
13298,susana patricia,2
13299,de la sancha,3
13300,lazarillo,3
13301,angel ramon,1
13302,tecua,3
13303,mi,0
13304,solo,0
13305,paola georgina,2
13306,pablo arturo,1
13307,beatriz cecilia,2
13308,tuxtla,3
13309,rfc,0
13310,rodas,3
13311,jaime efrain,1
13312,haas,3
13313,martin felipe,1
13314,garcia,3
13315,ana alicia,2
13316,pablo jose,1
13317,quechulpa,3
13318,mi tarjeta,0
13319,j matilde,1
13320,lizbeth del carmen,2
13321,williams,1
13322,secundino,3
13323,procoro,1
13324,seferino,1
13325,juan luis,1
13326,gabriela yolanda,2
13327,martha patri,2
13328,ana fernanda,2
13329,mesa,3
13330,urtusuastigui,3
13331,lilia del rosario,2
13332,muñeton,3
13333,iran,1
13334,gonzalez rubio,3
13335,cleofas,1
13336,del olmo,3
13337,ivonne gabriela,2
13338,faltan,0
13339,claudia lizeth,2
13340,mirna idalia,2
13341,regula,2
13342,frescas,3
13343,cecilia magdalena,2
13344,lazcares,3
13345,la,0
13346,rosel,3
13347,un,0
13348,monterd,3
13349,roberto guadalupe,1
13350,la contraseña de,0
13351,coyoc,3
13352,flora maria,2
13353,irma irene,2
13354,adriana victoria,2
13355,esaul,1
13356,de la rosa,3
13357,dar la,0
13358,uriegas,3
13359,kau,3
13360,calatayud,3
13361,elda beatriz,2
13362,melchor,1
13363,jesus jose,1
13364,mote,3
13365,llego,0
13366,a poner estados,0
13367,cynthia veronica,2
13368,magda guadalupe,2
13369,noe,2
13370,betuel,1
13371,jimmy,1
13372,yadira de los angeles,2
13373,hector antonio,1
13374,agustin manuel,1
13375,ozumbilla,3
13376,montaño,3
13377,dora cecilia,2
13378,piedra,3
13379,juan jose guadalupe,1
13380,nelsi,2
13381,sandra maricela,2
13382,panal,3
13383,raymunda,2
13384,reta,3
13385,cebreros,3
13386,infante,3
13387,derramadero,3
13388,hector a,1
13389,elsa beatriz,2
13390,isac,1
13391,matiana,2
13392,pavel ivan,1
13393,yanina,2
13394,julisa,2
13395,eric rafael,1
13396,patiño,3
13397,zarco,3
13398,yosimar,1
13399,sagaon,3
13400,como,0
13401,melissa guadalupe,2
13402,como determinan,0
13403,tetlalmatzi,3
13404,angelberto,1
13405,deissy,2
13406,jesus adan,1
13407,sinahi,2
13408,linda margarita,2
13409,adolfo,1
13410,laura sonia,2
13411,nohemi alejandra,2
13412,maximo,3
13413,que me puedes,0
13414,jose hilario,1
13415,claudia ibeth,2
13416,yessica yazmin,2
13417,malpica,3
13418,merchant,3
13419,orduna,3
13420,yael,2
13421,juan c,1
13422,gochez,3
13423,alicia noemi,2
13424,barbara patricia,2
13425,cielo,2
13426,felix francisco,1
13427,jose diego,1
13428,oscar edmundo,1
13429,alejandres,3
13430,wendy paola,2
13431,martin pablo,1
13432,laureano,1
13433,celeste,2
13434,jose cecilio,1
13435,edna rocio,2
13436,ivonne elizabeth,2
13437,lopez ramos,3
13438,sandra nallely,2
13439,no me,0
13440,luis elias,1
13441,beauregard,3
13442,llegado el,0
13443,ilda,2
13444,felix alberto,1
13445,carmen cecilia,2
13446,elisa beatriz,2
13447,nadia lorena,2
13448,dagoberto,1
13449,rfc,0
13450,laura elia,2
13451,la vez,0
13452,mazariego,3
13453,daniela alejandra,2
13454,florentin,1
13455,maria lucila,2
13456,de los reyes,3
13457,no recuerdo mi,0
13458,fuantos,3
13459,virginia patricia,2
13460,laura janet,2
13461,y ramirez,3
13462,otilia,2
13463,ribota,3
13464,de publicacion,0
13465,hilda liliana,2
13466,arlet,2
13467,ma de los ange,2
13468,ildefonso,3
13469,alma lorena,2
13470,trinidad,3
13471,reveles,3
13472,noemi alejandra,2
13473,norma patricia,2
13474,de los rios,3
13475,tipos de prestamos,0
13476,ricardo augusto,1
13477,midory,2
13478,epitacio,1
13479,boussart,3
13480,elizarraraz,3
13481,hector raul,1
13482,j mario,1
13483,estefes,3
13484,eustasio,1
13485,rocio carolina,2
13486,patricia del socorro,2
13487,celia guadalupe,2
13488,regin,3
13489,perla yazmin,2
13490,josefina gabriela,2
13491,crediticio,0
13492,juana maria elena,2
13493,kauil,3
13494,celaya,3
13495,villaseñor,3
13496,alba nelly,2
13497,marchante,3
13498,paul,3
13499,hector alfredo,1
13500,irasema,2
13501,claudia irene,2
13502,ma julieta,2
13503,veronica margarita,2
13504,dueñas,3
13505,saul omar,1
13506,das informacion,0
13507,fierros,3
13508,peregrina,3
13509,rosa ma,2
13510,fayad,3
13511,ma trinidad,2
13512,yolanda mercedes,2
13513,guadian,3
13514,nino,3
13515,lidia noemi,2
13516,nicolas,3
13517,marta beatriz,2
13518,claudia esmeralda,2
13519,ana xochitl,2
13520,carmen elisa,2
13521,omar fernando,1
13522,norma letic,2
13523,irabien,3
13524,gil,3
13525,d,3
13526,chavarin,3
13527,salomon,3
13528,zafra,3
13529,maria de la paz,2
13530,sonia maria,2
13531,jorge leopoldo,1
13532,jorge alonso,1
13533,caltenco,3
13534,jesus dionicio,1
13535,erika nohemi,2
13536,wvalle,3
13537,mi score,0
13538,nan,3
13539,avigail,2
13540,primavera,2
13541,betina,2
13542,falconi,3
13543,ramon horacio,1
13544,xancal,3
13545,eustorgio,1
13546,un correo,0
13547,luqueño,3
13548,maria violeta,2
13549,juana angelica,2
13550,julia veronica,2
13551,son los,0
13552,anchevida,3
13553,gerardo,3
13554,icela,2
13555,en el,0
13556,silvia anahi,2
13557,mario adrian,1
13558,maria marcela,2
13559,vulfrano,1
13560,alfredo antonio,1
13561,jose cayetano,1
13562,jessica lizbeth,2
13563,enviar documentos incompletos,0
13564,guillermo alfredo,1
13565,brenda lorena,2
13566,otro,0
13567,tlatenchi,3
13568,gloria elizabeth,2
13569,martha adriana,2
13570,chirivista,3
13571,norma eugenia,2
13572,diana veronica,2
13573,gutu,3
13574,nadia edith,2
13575,karen itzel,2
13576,de domicilio puedo,0
13577,estoy bien,0
13578,lupian,3
13579,albertano,1
13580,roger enrique,1
13581,ambrocio,3
13582,no aparece mi,0
13583,lizandro,1
13584,jain,3
13585,ma soledad,2
13586,vania,2
13587,lirio,2
13588,leova,2
13589,claudia sugey,2
13590,jesus andres,1
13591,rosso,3
13592,eguia,3
13593,marcos rene,1
13594,tronco,3
13595,cesar guillermo,1
13596,monica marisol,2
13597,carla veronica,2
13598,jorge rafael,1
13599,natividad del rosario,2
13600,que,0
13601,martel,3
13602,deysi del carmen,2
13603,iris lorena,2
13604,masegosa,3
13605,cesar raul,1
13606,maria gudelia,2
13607,noel,2
13608,blanca monica,2
13609,puedo solicitar,0
13610,audon,1
13611,mayra azucena,2
13612,karina fabiola,2
13613,y lopez,3
13614,epigmenio,3
13615,claudia manuela,2
13616,miñon,3
13617,artiaga,3
13618,dennis,1
13619,de credito,0
13620,diana hilda,2
13621,informacion,0
13622,maria xochitl,2
13623,zurisaddai,2
13624,reciben las ganancias,0
13625,olaf,1
13626,hay,0
13627,veronica susana,2
13628,edgar efrain,1
13629,claudia roxana,2
13630,omar jorge,1
13631,la informacion que,0
13632,devora,3
13633,adriana maricela,2
13634,georgina del carmen,2
13635,roberto alonso,1
13636,mensaje,0
13637,garcia,2
13638,dora liliana,2
13639,katt,3
13640,la,0
13641,juan genaro,1
13642,chagolla,3
13643,illan,3
13644,gloria,2
13645,ma del car,2
13646,nieblas,3
13647,virto,3
13648,primo,3
13649,j ventura,1
13650,jose felix,1
13651,bertha yolanda,2
13652,rugerio,3
13653,gabriel alonso,1
13654,los beneficios,0
13655,cuatra,3
13656,gaxiola,3
13657,guillermina a,2
13658,luis tomas,1
13659,honorina,2
13660,sergio paulo,1
13661,cortinas,3
13662,del banco y,0
13663,berta leticia,2
13664,maria las mercede,2
13665,buro,0
13666,nuñez,3
13667,armando martin,1
13668,susana berenice,2
13669,y salazar,3
13670,patricia imelda,2
13671,perla patricia,2
13672,mi dependencia,0
13673,roxana fabiola,2
13674,mayra francisca,2
13675,cayetano,3
13676,pueden,0
13677,maria silvestre,2
13678,alma isela,2
13679,adriana,1
13680,necesito un,0
13681,onoria,2
13682,ma eugenia,2
13683,blancas,3
13684,jose joaquin,1
13685,donde,0
13686,laura adriana,2
13687,sada,3
13688,priscila,2
13689,sandra del carmen,2
13690,gloria soledad,2
13691,saber cual,0
13692,carlos renan,1
13693,marquez,3
13694,nora estela,2
13695,carlos ramon,1
13696,escolastico,3
13697,corazon de maria,2
13698,como,0
13699,montañez,3
13700,norma concepcion,2
13701,tlatempa,3
13702,gilbert,1
13703,reyna xochitl,2
13704,martha claudia,2
13705,cleta,2
13706,berta,2
13707,jose othon,1
13708,aldo alberto,1
13709,longoria,3
13710,elva esther,2
13711,maria zoila,2
13712,simancas,3
13713,carlos ismael,1
13714,comision,0
13715,leobigildo,1
13716,cerecer,3
13717,del solar,3
13718,gloria esperanza,2
13719,como se,0
13720,julio armando,1
13721,estefani,2
13722,mumenthey,3
13723,bertha nelly,2
13724,rita esther,2
13725,augusta,2
13726,angel salvador,1
13727,mimiaga,3
13728,elda lorena,2
13729,las,0
13730,becerra,3
13731,gladys aurora,2
13732,roxana patricia,2
13733,dora estela,2
13734,georgina elizabeth,2
13735,silva,2
13736,puedo,0
13737,consuelo guadalupe,2
13738,yesenia noemi,2
13739,estoy registrandome,0
13740,zubiri,3
13741,virginia berenice,2
13742,mirelle,2
13743,malu,2
13744,garcilazo,3
13745,eleticia,2
13746,noveron,3
13747,puedo liquidar,0
13748,amezcua,3
13749,yeni,2
13750,valdovino,3
13751,etelberto,1
13752,tania del carmen,2
13753,sencion,3
13754,prestamos a empresas,0
13755,lizarraga,3
13756,saida,2
13757,caselin,3
13758,azteca,0
13759,marielena,2
13760,avena,3
13761,zamora,3
13762,es,0
13763,rivas,3
13764,victoria,2
13765,silvia angelica,2
13766,bartolome,3
13767,carmelita,2
13768,sandra irasema,2
13769,maria elba,2
13770,anderica,3
13771,lemuz,3
13772,sandra judith,2
13773,elsa mireya,2
13774,maria victor,2
13775,pablo israel,1
13776,jazmin elizabeth,2
13777,mayra melina,2
13778,julio humberto,1
13779,uri,1
13780,raquel margarita,2
13781,laura enriqueta,2
13782,david armando,1
13783,fidela,2
13784,nieva,3
13785,zebadua,3
13786,berroteran,3
13787,lilia teresa,2
13788,soy,0
13789,rguez,3
13790,angelito,3
13791,claudia rosario,2
13792,norma trinidad,2
13793,miguel alonso,1
13794,prestamo como,0
13795,no cuento,0
13796,sonia ivonne,2
13797,raul andres,1
13798,francisco rafael,1
13799,pascacio,3
13800,flemate,3
13801,ivan eduardo,1
13802,ramon uriel,1
13803,jose oscar,1
13804,cruz maria,2
13805,sandra margarita,2
13806,maria magdal,2
13807,andrea isabel,2
13808,ana olivia,2
13809,arquimedes,1
13810,luz isabel,2
13811,mas entrar,0
13812,rodolfo alejandro,1
13813,hilaria,2
13814,xiomara,2
13815,igual,0
13816,quinteros,3
13817,jesusita,2
13818,julio jesus,1
13819,que significa,0
13820,ma del rosa,2
13821,cristian,2
13822,maria alejandr,2
13823,norma yolanda,2
13824,yesika,2
13825,brenda adriana,2
13826,barretero,3
13827,perezvargas,3
13828,malvaez,3
13829,montana,3
13830,puedo,0
13831,ma silvia,2
13832,un,0
13833,pitalua,3
13834,graniel,3
13835,german alejandro,1
13836,joel manuel,1
13837,eng,3
13838,gabriela del pilar,2
13839,monarca,3
13840,como se firman,0
13841,rondero,3
13842,agustin antonio,1
13843,priscilla,2
13844,abrahan,1
13845,prestaderio duplicado,0
13846,melida,2
13847,arzeta,3
13848,ocaña,3
13849,liduvina,2
13850,blanca margarit,2
13851,andres de jesus,1
13852,atonal,3
13853,leticia virginia,2
13854,de lucio,3
13855,quien regula,0
13856,francisco jorge,1
13857,enciso,3
13858,francisco javier,1
13859,rosela,2
13860,blanca fabiola,2
13861,jorge a,1
13862,azueta,3
13863,lucelva,2
13864,ma elizabeth,2
13865,mayra maricela,2
13866,que,0
13867,rosa nely,2
13868,chincoya,3
13869,ma ines,2
13870,,0
13871,delmar,1
13872,arturo israel,1
13873,oscar,3
13874,emilia,2
13875,silvano,1
13876,tonantzin,2
13877,tlapa,3
13878,bustos,3
13879,maria monserrath,2
13880,rossana,2
13881,sebastian,3
13882,martina del rosario,2
13883,jose lui,1
13884,jessica beatriz,2
13885,bertha leticia,2
13886,atzin,3
13887,bertadillo,3
13888,alegre,3
13889,luisa edith,2
13890,que hasta ahora,0
13891,rosa martha,2
13892,alfonso ruben,1
13893,buenas tardes,0
13894,escalona,3
13895,juan ulises,1
13896,marlet,2
13897,alamilla,3
13898,matlalcoatl,3
13899,de la madrid,3
13900,blanca marisol,2
13901,gloria cecilia,2
13902,francisco gustavo,1
13903,avelino,3
13904,maritano,3
13905,edna martha,2
13906,bardales,3
13907,celia patricia,2
13908,muñiz,3
13909,sambrano,3
13910,blanca elida,2
13911,argil,3
13912,chocolatl,3
13913,monica edith,2
13914,alejandra cecilia,2
13915,maria enriq,2
13916,gress,3
13917,esther margarita,2
13918,laura mayela,2
13919,pon,3
13920,ada margarita,2
13921,canton,3
13922,roano,3
13923,patricia del,2
13924,tzec,3
13925,isordia,3
13926,jesus del carmen,1
13927,zapotecas,3
13928,ramon,1
13929,aviña,3
13930,madel socorro,2
13931,angelica yadira,2
13932,victor ernesto,1
13933,palmerin,3
13934,mayra gisela,2
13935,olivar,3
13936,blanca ivonne,2
13937,cureño,3
13938,delgadillo,3
13939,suñer,3
13940,obeso,3
13941,alicia veronica,2
13942,alma luisa,2
13943,graillet,3
13944,silvestre,3
13945,machuca,3
13946,sergio elias,1
13947,smirna,2
13948,cuna,3
13949,davalos,3
13950,nestor rafael,1
13951,mis comprobantes son,0
13952,maria rita,2
13953,j concepcion,1
13954,veronica rosario,2
13955,jacques,3
13956,reyna noemi,2
13957,iris fabiola,2
13958,tania esmeralda,2
13959,llera,3
13960,vidauri,3
13961,yolanda del rosario,2
13962,jose armando,1
13963,polendo,3
13964,wiliams,1
13965,maria angelina,2
13966,avila,3
13967,archivos,0
13968,severo,1
13969,castelo,3
13970,maria fernanda,2
13971,laura maria,2
13972,alma julieta,2
13973,wendy veronica,2
13974,guadalupe isela,2
13975,brenda,2
13976,los comprobantes por,0
13977,olivarez,3
13978,fabre,3
13979,sainz,3
13980,karla esperanza,2
13981,vitorin,3
13982,nomina ni,0
13983,julio ivan,1
13984,epigmenio,1
13985,fatima del rosario,2
13986,karla magaly,2
13987,ortuño,3
13988,lo,0
13989,mendioza,3
13990,cocula,3
13991,nora imelda,2
13992,que hago,0
13993,endolay,3
13994,eleazer,1
13995,raul alonso,1
13996,judith rocio,2
13997,capitaine,3
13998,herminio,1
13999,aprobado el,0
14000,maria bertha,2
14001,jose dante,1
14002,lidia de los angeles,2
14003,barroso,3
14004,jorge hector,1
14005,royaceli,3
14006,alfredo,1
14007,quinto,3
14008,jose camilo,1
14009,brambila,3
14010,valdemar,1
14011,francisco gerardo,1
14012,diego adrian,1
14013,dejar dinero,0
14014,niembro,3
14015,huazo,3
14016,darwin,1
14017,reyes,3
14018,komukai,3
14019,sandra liliana,2
14020,acalco,3
14021,ganancias,0
14022,dalia maria,2
14023,edson ivan,1
14024,fabian,1
14025,justina,2
14026,manrriquez,3
14027,rosa arcelia,2
14028,viridiana,2
14029,amores,3
14030,sais,3
14031,maria alejandra,2
14032,j martin,1
14033,ever,1
14034,bertha idalia,2
14035,ixta,3
14036,claudia renata,2
14037,tlacocuentla,3
14038,boyzo,3
14039,antonino,1
14040,limas,3
14041,cuanto,0
14042,maria camelia,2
14043,alberto ramon,1
14044,una super pregunta,0
14045,goicochea,3
14046,diana concepcion,2
14047,ma eva,2
14048,marisabel,2
14049,cecilia,2
14050,ana bell,2
14051,adelaido,1
14052,morelos,3
14053,no tengo,0
14054,guadalupe javier,1
14055,tizoc,1
14056,bastidas,3
14057,tilan,3
14058,neftali,2
14059,jose marti,1
14060,ana yessica,2
14061,maryela,2
14062,guadalupe asuncion,2
14063,dar de baja,0
14064,alma ines,2
14065,eva ruth,2
14066,paula margarita,2
14067,velasquez,3
14068,ricardo ulises,1
14069,a prestar,0
14070,eliceo,1
14071,quintin,3
14072,son los,0
14073,leslie,2
14074,rosa velia,2
14075,dora silvia,2
14076,setien,3
14077,norma magaly,2
14078,doricela,2
14079,jose rigoberto,1
14080,cartas,3
14081,correo,0
14082,de la serna,3
14083,agustin,3
14084,ana ines,2
14085,genesis,2
14086,hector fernando,1
14087,martin del campo,3
14088,anel,2
14089,a,0
14090,dzul,3
14091,patishtan,3
14092,edilberta,2
14093,omar ulises,1
14094,hacen,0
14095,ma engracia,2
14096,ma hilaria,2
14097,claudia mariana,2
14098,tepexpa,3
14099,campiran,3
14100,katy,2
14101,fatima guadalupe,2
14102,azua,3
14103,balvanera,2
14104,francisco esteban,1
14105,vichique,3
14106,humaran,3
14107,numero,0
14108,libier,2
14109,myriam,2
14110,nakaturo,3
14111,apruebee credito lo,0
14112,miguel arturo,1
14113,yamamoto,3
14114,cudberto,1
14115,osti,3
14116,martinez,3
14117,julvia,2
14118,ma de la paz,2
14119,mayra lucia,2
14120,jesus irene,2
14121,felipe de,1
14122,nandi,3
14123,stefany,2
14124,iñiguez,3
14125,el credito,0
14126,irma aurora,2
14127,francisco aurelio,1
14128,crediticio,0
14129,judith rosario,2
14130,salvador alberto,1
14131,teresa eugenia,2
14132,argenis,1
14133,antillon,3
14134,edgar ramon,1
14135,carmen celia,2
14136,carolina del carmen,2
14137,hector abel,1
14138,claudia adriana,2
14139,libreros,3
14140,nancy judith,2
14141,eva del carmen,2
14142,williams,3
14143,pedro ramon,1
14144,dora angelica,2
14145,javier david,1
14146,margarita sofia,2
14147,fondos antes de,0
14148,aida maribel,2
14149,antelo,3
14150,hirlanda,2
14151,carmen lizeth,2
14152,damasco,3
14153,puedo reducir,0
14154,balbuena,3
14155,tengo,0
14156,lidia maria,2
14157,leidi,2
14158,canas,3
14159,pablo de jesus,1
14160,mauricio alberto,1
14161,margarita,3
14162,sales,3
14163,ico,3
14164,felicia,2
14165,andres alberto,1
14166,claudia elvira,2
14167,nambo,3
14168,teodoro,3
14169,gabriela judith,2
14170,luis orlando,1
14171,victor ariel,1
14172,cerecedo,3
14173,maria carolina,2
14174,y pagar al,0
14175,huh,3
14176,eduardo,3
14177,acabo de marcar,0
14178,ansaldo,3
14179,maria de lurdes,2
14180,preza,3
14181,zuazua,3
14182,silvia del socorro,2
14183,mi codigo postal,0
14184,cibeles,2
14185,monico,1
14186,mariela,2
14187,inclan,3
14188,gabriela eugenia,2
14189,prestaderocom,0
14190,calata,3
14191,juana cecilia,2
14192,he registrado,0
14193,edgar ariel,1
14194,encuentro,0
14195,sergia,2
14196,sostenes,3
14197,berrum,3
14198,jimenes,3
14199,ivonne yadira,2
14200,m esther,2
14201,jose remigio,1
14202,cabañas,3
14203,martha rosalva,2
14204,de la garza,3
14205,celio,3
14206,rocio esther,2
14207,martiñon,3
14208,jose javier,1
14209,maria teodora,2
14210,larraga,3
14211,hilda nohemi,2
14212,miriam carolina,2
14213,miriam noemi,2
14214,ake,3
14215,cruz,1
14216,ma griselda,2
14217,penaflor,3
14218,ana graciela,2
14219,silvia veronica,2
14220,merida,2
14221,veronica liliana,2
14222,pagar,0
14223,nora eugenia,2
14224,teresa beatriz,2
14225,rosalia del carmen,2
14226,se,0
14227,como,0
14228,mayolo,1
14229,izeta,3
14230,a,0
14231,nidia berenice,2
14232,va de comision,0
14233,ma eleazar,2
14234,hugo carlos,1
14235,eunice,2
14236,norma iris,2
14237,como estas,0
14238,jose alfre,1
14239,coronel,3
14240,xochitl america,2
14241,alfonso antonio,1
14242,mercedes,1
14243,mario,3
14244,magaly guadalupe,2
14245,irazoque,3
14246,alicia berenice,2
14247,geny guadalupe,2
14248,julia elena,2
14249,petra leticia,2
14250,antonia,2
14251,vizuet,3
14252,don,3
14253,javier ignacio,1
14254,estado,0
14255,eso de fondeado,0
14256,mexquititla,3
14257,comprobante ingresos soy,0
14258,carlos alber,1
14259,erika maribel,2
14260,cruzaley,3
14261,ofir,1
14262,noris,2
14263,arenales,3
14264,lidia isabel,2
14265,bujanos,3
14266,chepetla,3
14267,yuliana del carmen,2
14268,aniceta,2
14269,lidia alejandra,2
14270,martha isab,2
14271,y,0
14272,maritza esther,2
14273,jose alejandro,1
14274,nicomedes,1
14275,maria carm,2
14276,jane,2
14277,cosio,3
14278,lezcano,3
14279,fraile,3
14280,licano,3
14281,ramos,3
14282,alejo,1
14283,leoba,2
14284,quisiera,0
14285,godinez,3
14286,maria brenda,2
14287,guereque,3
14288,miriam,2
14289,quisiera,0
14290,plazola,3
14291,lesso,3
14292,silvano,3
14293,brenda marisol,2
14294,fausto manuel,1
14295,sandra catalina,2
14296,ruiz,3
14297,lucia gabriela,2
14298,cristian omar,1
14299,solares,3
14300,francisco roman,1
14301,verber,3
14302,octavio cesar,1
14303,ruben gabriel,1
14304,francisco david,1
14305,netro,3
14306,a la,0
14307,pastrana,3
14308,erwin,1
14309,lidia leticia,2
14310,blanca bertha,2
14311,gaitan,3
14312,nidia maria,2
14313,maria del refugio,2
14314,martha argelia,2
14315,luz berenice,2
14316,norma aide,2
14317,laura erika,2
14318,alma carolina,2
14319,dariela,2
14320,caiceros,3
14321,avanzar en el,0
14322,oximea,3
14323,morante,3
14324,luisa alejandra,2
14325,buro,0
14326,monica alicia,2
14327,informacion laboral no,0
14328,hector ricardo,1
14329,maria josefina,2
14330,coello,3
14331,rebollo,3
14332,sergio ulises,1
14333,saguilan,3
14334,argueta,3
14335,villana,3
14336,erubiel,1
14337,angel gabriel,1
14338,wilbert jesus,1
14339,monsivais,3
14340,fonz,3
14341,irma cristina,2
14342,mencia,3
14343,cecilia elena,2
14344,pastrano,3
14345,carmen graciela,2
14346,maria edilia,2
14347,caso,0
14348,cuaxiloa,3
14349,se guarda,0
14350,elva patricia,2
14351,blandina,2
14352,virgen,2
14353,soberanes,3
14354,monica esmeralda,2
14355,gardenia,2
14356,carmen soledad,2
14357,lerdo,3
14358,guilebaldo,1
14359,alma daniela,2
14360,quibrera,3
14361,edna leticia,2
14362,mauricio daniel,1
14363,erica,2
14364,arizoca,3
14365,ignacio salvador,1
14366,diana aurelia,2
14367,maria janet,2
14368,leticia aurora,2
14369,octavia,2
14370,hilda raquel,2
14371,gavilanes,3
14372,ma eustolia,2
14373,bibiana,2
14374,dado,3
14375,maria lorenza,2
14376,quiesiera prestamo,0
14377,de los angeles,3
14378,cruz omar,1
14379,martin omar,1
14380,angel manuel,1
14381,juana mar,2
14382,yuriar,3
14383,laura,3
14384,prianti,3
14385,ceferino,3
14386,prestamo,0
14387,milanez,3
14388,landin,3
14389,siari,3
14390,que,0
14391,isidro,1
14392,diana elvira,2
14393,pedro carlos,1
14394,necesito poner la,0
14395,tejas,3
14396,diana haydee,2
14397,esmeralda elizabeth,2
14398,martha eliza,2
14399,miguel francisco,1
14400,maas,3
14401,lucia minerva,2
14402,si no tengo,0
14403,javier rafael,1
14404,heracleo,1
14405,blanca del carmen,2
14406,que no paga,0
14407,que pagar,0
14408,norma elisa,2
14409,j arturo,1
14410,del bosque,3
14411,cerpa,3
14412,irma natividad,2
14413,jesus julian,1
14414,juana estela,2
14415,norma nelly,2
14416,zubillaga,3
14417,no me autorizan,0
14418,dora sofia,2
14419,maria de los angeles,2
14420,rincones,3
14421,angela beatriz,2
14422,cesar alfonso,1
14423,liquidano,3
14424,mercedes cecilia,2
14425,carolina de jesus,2
14426,ascencion,2
14427,silvia janeth,2
14428,tec,3
14429,cambron,3
14430,ricardo antonio,1
14431,plasencia,3
14432,navas,3
14433,maria clotilde,2
14434,keidy,2
14435,caraveo,3
14436,hilda mercedes,2
14437,orfilda,2
14438,angel israel,1
14439,rocio edith,2
14440,ma hortensia,2
14441,arisbel,2
14442,cesar enrique,1
14443,ileana beatriz,2
14444,cesar gerardo,1
14445,jesus erasmo,1
14446,en los comprobantes,0
14447,guadalupe guillermina,2
14448,carlos enriq,1
14449,hilda lorena,2
14450,mariola,2
14451,alejandro rafael,1
14452,celia eugenia,2
14453,wendy del carmen,2
14454,coutiño,3
14455,jose narciso,1
14456,antonio miguel,1
14457,maria placida,2
14458,cuahua,3
14459,canalizo,3
14460,mirian,2
14461,favian,3
14462,hola,0
14463,monto minimo para,0
14464,zamarron,3
14465,juan demetrio,1
14466,teruel,3
14467,maria avelina,2
14468,jose arnulfo,1
14469,cristina de jesus,2
14470,el credito,0
14471,magally,2
14472,ricardo martin,1
14473,marco antonio,1
14474,fernando enrique,1
14475,rosangel,2
14476,puedo,0
14477,rosa mayra,2
14478,utrera,3
14479,amador,1
14480,fabiel,1
14481,coyote,3
14482,emigdia,2
14483,valladolid,3
14484,reyna miriam,2
14485,maria merce,2
14486,catzin,3
14487,nelly concepcion,2
14488,agueros,3
14489,blanca adriana,2
14490,santiuste,3
14491,zulaica,3
14492,elia del carmen,2
14493,tzoyohua,3
14494,cesar ariel,1
14495,rosalba del carmen,2
14496,jose elmer,1
14497,adelfo,1
14498,ascension,3
14499,ismene,2
14500,subi,0
14501,maria antonie,2
14502,laparra,3
14503,delmira,2
14504,lucachin,3
14505,jose fernand,1
14506,luisa,3
14507,susano,3
14508,maria albertina,2
14509,eudave,3
14510,aroldo,1
14511,entregar,0
14512,gustavo ramon,1
14513,alicia fabiola,2
14514,ronderos,3
14515,juana esthela,2
14516,nancy aide,2
14517,anaya,3
14518,tania janeth,2
14519,alma elisa,2
14520,maria sol,2
14521,ma ines,2
14522,yamira,2
